mark,alle,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254,g255,g256,g257,g258,g259,g260,g261,g262,g263,g264,g265,g266,g267,g268,g269,g270,g271,g272,g273,g274,g275
2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315,0,0,0,0,0,0,0,0,0,0,0.037,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.1455,0,0.2335,0,0,0,0,0.1345,0,0,0,0,0,0,0,0,0,0,0.1465,0,0.065,0,0,0.1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0.0705,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0.1975,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4755,0.1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.268,0,0.0455,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0.146,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0.033,0,0.3395,0.647,0.8185,0.5505,0.06,0,0,0.3725,0.4525,0.0525,0.0835,0.4965,0,0.108,0.414,0.8395,0.0245,0.6055,0.2365,0.0405,0,0.36,0.3345,0.4085,0.252,0,0.4415,0.6445,0.132,0.043,0.1505,0.2545,0.454,0.284,0.2205,0.1935,0.2165,0,0,0,0.217,0.53,0.1095,0.0675,0.1385,0.1955,0.3785,0.631,0.114,0.226,0.2825,0.2925,0.589,0.5015,0.465,0.5155,0.3545,0.611,0.5125,0.658,0.4395,0.3225,0.67,0.234,0.7205,0.544,0.405,0.6535,0.1905,0.399,0.2485,0.5355,0.283,0.3845,0.1015,0.5825,0.399,0.153,0.5665,0.482,0.2975,0.293,0.417,0.5545,0.7895,0.4545,0,0.474,0.429,0.1485,0.27,0.317,0.2795,0,0.052,0.3375,0.057,0.084,0.5045,0.5355,0.123,0.1565,0.6995,0.1595,0.4635,0.2085,0.2815,0.1025,0.47,0,0,0.2915,0.118,0,0,0.084,0.0465,0,0.292,0.4105,0.348,0.374,0.5265,0.275,0,0.0245,1,0.46,0.5215,0.282,0.5395,0.432,0.334,0.461,0.3515,0.374,0.3775,0.528,0.246,0.3245,0.487,0.3825,0.5775,0.0205,0.049,0,0.0585,0.5795,0.1435,0.6035,0.0795,0.159,0.14,0.5405,0.16,0.3915,0.8195,0.4195,0.6115,0.303,0.545,0.4345,0.7045,0.8875,1,0.5185,0.2145,0.343,0.4915,0.1665,0,0.172,0.393,0.5435,0.416,0.38,0.1755,0.584,0.736,0.495,0.2355,0.303,0.402,0.468,0.45,0.5535,0.4775,0.3405,0.7065,0.1275,0.5605,0.4665,0.5035,0.506,0.2635,0.234,0.451,0.5,0.4355,0.4595,0.6,0.578,0.788,0.721,0.535,0.488,0.336,0.1065,0.2985,0.5015,0.793,0.4895,0.4295,0.583,0.1965,0.592,0.309,0.6395,0.3115,0.173,0.441,0.781,0.6535,0.5335,0.67,0.767,0.5635,0.763,0.567,0.4725,0.4485,0.6515,0.524,0.4925,0.6705,0.667,0.4685,0.5335,0.4115,0.3875,0.7575,0.346,0.366,0.7065,0.624,0.606,1,0.703,0.4195,0.742,0.511,0.583,0.3575,0.3005,0.4445,0.5715,0.832,0.207,0.3685,0.691,1,0.5495,0.603,0.6885,0.3695,0.575,0.504,0.605,0.214,0.9775,0.834,0.678,0.98
3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0.0245,0,0,0.074,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1045,0,0,0.0685,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4015,0,0.2405,0.217,0,0,0,0,0,0.154,0,0.151,0.0335,0.094,0,0.0355,0,0.07,0.08,0,0.023,0.216,0,0,0,0,0.22,0,0,0,0.079,0,0,0,0,0,0.0215,0.0305,0,0,0,0,0,0.1155,0,0,0,0,0.217,0,0.022,0,0,0,0.3465,0,0,0,0.2105,0,0,0,0,0,0,0,0,0,0.043,0.057,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0.417,0.351,0,0.051,0,0,0.152,0.048,0,0,0.0245,0.0475,0.1015,0,0,0.116,0,0,0,0,0,0
3,5,0.9465,1,0.1955,0.132,0.076,0.406,0.513,1,0.975,0.336,0.097,0.692,0.6475,0.209,1,0.892,0.388,0,0.9755,0.1065,0.6535,0.0685,1,0.5,0.5825,0.517,0.291,0.8915,0.377,0.2065,0.5285,0.676,0.63,0.5945,0.2485,0.2795,0.5135,0.611,0.57,0.755,0.759,0.329,0.5915,0.2155,0.843,0.7445,0.653,0.6135,0.401,0.337,0.4105,0.7485,0.6805,0.7075,0.3885,0.308,0.535,0.454,0.532,0.3715,0.1675,0.1405,0.1825,0.3065,0.214,0.766,0.0665,0.364,0.381,0.3465,0.645,0.2125,0.3635,0.3855,0.465,0.3705,0.8985,0.1595,0.5045,0.616,0.3975,0.217,0.434,0.3605,0.3395,0.1935,0.1835,0.3895,0.49,0.333,0.152,0.81,0.087,0.468,0.51,0.722,0.63,0.5925,0.8905,0.809,0.4955,0.4005,0.7625,0.5745,0.2745,0.8405,0.5365,0.7915,0.7185,0.8975,0.53,1,0.882,0.7085,0.6615,0.5945,0.743,0.8365,0.434,0.585,0.393,0.567,0.5735,0.363,0.2245,0.6,0.9085,0.938,0,0.4965,0.316,0.2095,0.1635,0.361,0.2975,0.334,0.4805,0.432,0.3055,0.409,0.606,0.657,0.513,0,0.0605,0.1475,0.071,0.0245,0.107,0.2935,0.23,0.1515,0.103,0.3325,0.1255,0.1025,0.1905,0.212,0,0.1755,0.138,0.327,0.288,0.429,0,0,0,0.2155,0.624,0.2845,0.058,0.5315,0.518,0.401,0.5125,0.2735,0.313,0.62,0.768,0.2625,0.2445,0.354,0.533,0.5475,0.541,0.4965,0.5185,0.3765,0.443,0.6595,0.27,0.635,0.4215,0.5335,0.4965,0.494,0.5165,0.766,0.2635,0,0.345,0.2875,0.4,0.3455,0.212,0.279,0.4435,0.4815,0.2305,0.8935,0.412,0.4655,0.207,0.292,0.5515,0.181,0.0405,0.3795,0.436,0.3135,0.5605,0.827,0.559,0.1975,0,0.408,0.2785,0.233,0.226,0.237,0.433,0.5275,0.5515,0.3125,0.476,0.486,0.3295,0.267,0.4885,0.4095,0.5,0.2675,0.2025,0.6085,0.616,0.2935,0.376,0.3475,0,0.297,0.43,0.258,0.489,0,0.261,0.6705,0.5045,0.4285,0.168,0.495,0.5835,0.285,0,0.18,0.257,0.2095,0.3955,0.425,0.222,0.395,0.786,0,0.166,0.322,0
3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0.2545,0,0,0,0.156,0,0,0.4755,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2985,0,0,0,0,0,0,0,0.0915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0.3835,0,0.023,0,0,0,0,0.067,0.02,0,0,0,0,0,0,0,0.0675,0.0745,0,0,0,0,0,0,0,0,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0.0635,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2475,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0.0755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0.0925,0,0.235,0,0,0,0,0,0,0,0
3,7,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0.0225,0.03,0,0.0305,0,0,0.0605,0,0,0.0295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255,0,0.027,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645,0.018,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0.032,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0.0765,0,0,0,0,0,0,0,0.0325,0,0,0,0,0.3805,0.0285,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,0.0465,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0.0505,0,0,0,0,0.158,0,0,0,0,0,0
3,8,0.0205,0,0.4235,0.221,0.1055,0.0435,0.4275,0,0.025,0.2915,0.301,0.2555,0.269,0.295,0,0,0.198,0.1605,0,0.2885,0,0.835,0,0.14,0.083,0.0745,0.3575,0.1085,0.159,0.1185,0.3395,0.251,0.2195,0.1505,0.2375,0.343,0.266,0.1655,0.2135,0.245,0.241,0.127,0.1915,0,0.0475,0.1875,0.209,0.0355,0.221,0.032,0,0.0255,0.037,0,0,0.1035,0,0.0305,0,0.018,0.3195,0.2015,0.378,0.3715,0.116,0,0.213,0.092,0.1885,0,0.1385,0.388,0.3885,0.079,0.2515,0.2005,0,0.258,0.097,0.231,0.036,0.278,0.269,0.347,0.191,0.2525,0.0265,0.156,0.51,0.193,0.4185,0.0415,0.3065,0.215,0.211,0.278,0.3185,0.07,0.0525,0.0525,0,0.0645,0.095,0.269,0.026,0,0,0,0,0,0,0,0.118,0,0.2205,0.4055,0.257,0.0795,0.2215,0.415,0.315,0,0.0785,0.1985,0.2315,0.125,0,0.0375,0,0.02,0.143,0.5085,0.202,0.207,0.2795,0.167,0.168,0.1935,0.317,0.063,0.027,0.0185,0,0.2345,0.3615,0.809,0.8805,0.9755,0.8345,0.127,0.4555,0.225,0.8175,0.4395,0.7345,0.3285,0.5855,0.378,0.1805,0.338,0.1755,0.37,0.167,0.1365,0.2955,0.0915,0,0.266,0.162,0.133,0.049,0.3015,0.209,0.185,0.095,0,0.0735,0,0.0565,0,0.02,0,0.048,0,0.057,0,0,0,0,0,0,0.0215,0.018,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0.2115,0,0.29,0,0,0,0,0.236,0.3825,0,0,0,0.0305,0,0,0.022,0,0.0585,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0.077,0.0225,0,0,0,0,0,0,0,0.0835,0,0,0,0.0305,0.029,0,0,0,0,0,0,0,0.0435,0,0,0,0,0,0,0,0.0225,0,0,0.02
3,9,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295,0,0,0,0,0,0,0,0,0,0,0,0.103,0.019,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0.052,0.0295,0.216,0,0,0,0.0385,0.059,0,0.1535,0.7595,0,0.13,0.144,0.019,,,0.91,0,0.0185,0.021,0,0.6075,0.033,0.2915,0.336,0.023,0.401,0.42,0,0.061,0,0.1175,0.2475,0.123,0.25,0.1305,0.0615,0.1775,0.332,0.215,0.241,0.6475,0.233,0.4565,0.26,0,0.2945,0.104,0.148,0.7605,0.024,0.053,0.3805,0.505,0.5405,0.437,0.5155,0.0535,0.3305,0.605,0.323,0.129,0.4745,0.0345,0,0,0.127,0.136,0.11,0,0.049,0.186,0.359,0.108,0.198,0.0565,0.05,0.0385,0.0515,0.0785,0.029,0.0205,0.033,0.1085,0.252,0,0.5605,1,0,0.067,0.0895,0.0875,0.0545,0,0.0885,0.0275,0.0925,0.4505,0.0195,0.141,0.5045,0.108,0.291,0,0,1,0.5,0.123,0.0395,0.228,0,0,0.0305,0.234,0.2275,0,0.0235,0.081,0.227,0.098,0.2945,0,0,1,0.628,0.4955,0.1935,0,0,0,0,0.306,0.5105,0.257,0.5425,0.258,0.3875,0.2875,0.0665,0.3285,0.348,1,0.67,0.067,0.033,0.0205,0.1075,0.088,0.1915,0.4315,0.1615,0,0.041,0.039,0.7295,0.4775,0.281,0.741,0.4395,1,0.798,0.5565,0.7135,0.8865,0.5495,0.9515,0.7725,0.4715,0.7615,0.1795,0.6385,0.4605,0.6825,0.7055,0.4885,0.406,0.243,1,0.4195,0.4675,0.8045,0.5985,0.649,0.193,0.5885,0.7505,0.895,0.824,0.576,0.307,0.3905,0.4595,0.5995,0.7355,0.582,0.359,0.3855,0.415,0.4845,0.299,0.857,0.7465,0.728,0.2295,0.4475,0.8585,0.417,0.434,0.261,0.6235,0.615,0.169,0.208,0.1865,0.538,0.627,0.638,0.7275,0.6055,0.2785,0.2055,0.754,0.1705,0.341,0.3615,0.359,0.4715,0.408,0.8135,0.5655,0.326,0.36,1,0.537,,0.311,0.268,0.1865,0.4385,0.122,0.1755,0.364,0.148,,0.348,,0.1595,0.7505,0.3595,0.4185,0.4115,0.39,0.685,0.524,0.8035,0.8395,0.975,0.3165,0.0945,0.161,0.6535,1,0.699,0.603,0.784,0.3845,0.541,0.7875,1,0.377,0.275,0.3585,0.791,0.6075
4,2,0.0275,0.026,0.0245,0,0.0355,0,0,0.0235,0,0.182,0,0,0.168,0,0,,,0,0,0.052,0.0175,0.0225,0,0.051,0.266,0.1045,0.432,0.209,0.135,0.0775,0,0.106,0.304,0.025,0.271,0.2865,0.224,0.19,0.136,0.347,0.302,0.279,0.3035,0.3085,0.3565,0.3715,0.5755,0.387,0.0745,0.1575,0,0.4645,0.0325,0.322,0,0.2255,0.3035,0.3005,0.558,0.423,0,0,0.0445,0,0,0.044,0.096,0.379,0.071,0.243,0.249,0.1095,0.201,0.3405,0.175,0.451,0.0735,0.3275,0.2725,0.181,0.2625,0.632,0.4925,0.223,0.3925,0.098,0.0685,0.223,0,0.5,0.0725,0.429,0.1005,0,0.0725,0,0.262,0.2605,0.1495,0.2795,0.6365,0.4285,0.6525,0.49,0.2505,0.6305,0,0.444,0.189,0.236,0.55,0,0,0,0.103,0.095,0,0,0.3715,0.1315,0.26,0.23,0,0.5315,0,0,0,0.397,0,0.0385,0.022,0.2495,0.1935,0.2755,0.4525,0.3035,0.531,0.1505,0.1725,0.6535,0.316,0.5865,0,0.0385,0.0575,0.0505,0,0,0.019,0.0295,0.222,0.035,0,0.1045,0.1825,0,0,0.043,0.119,0.484,0,0,0.239,0,0.1135,0.288,0,0,0.222,0.029,0,0.053,0.197,0.062,0.114,0.1755,0.205,0.3785,0,0,0.3665,0,0.0665,0.199,0.0655,0.0605,0.0785,0,0.026,0.127,0.221,0.0365,0.221,0.2245,0.165,0,0.2575,0.2995,0.177,0.5155,0.3345,0.0985,0.2125,0.252,0.2795,0,0.1415,0.3525,0.109,0.739,0.1555,0.3295,0.687,0.3985,0.776,0.274,0,0.12,0.2515,0.334,0.662,0.5975,0.1725,0.3105,0.16,0.349,0.2265,0.359,0.384,0,0.0285,0.674,0.1105,0,0,,0.179,0.065,0.4565,0.061,0.0315,0,0.2965,0.0455,,0.429,,0.699,0,0.4365,0.0885,0.308,0.345,0.114,0.2735,0.0905,0,0,0,0.2935,0.169,0.0905,0,0.158,0.212,0.1205,0.3395,0.3045,0.1095,0,0,0.09,0.1465,0,0
4,3,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,,,0,0,0.022,0.0185,0,0,0,0,0,0,0,0,0.0295,0,0,0,0,0,0,0,0.029,0.027,0,0.0345,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0.0505,0,0,0.029,0,0,0,0,0,0,0,0.0195,0,0,0.0185,0,0.1075,0,0.0245,0,0.063,0,0,0.0225,0,0,0,0,0,0.025,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0.021,0,0,0,0.0195,0.029,0,0.0195,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0.023,0.039,0.0185,0,0.102,0,0.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215,0,0,0,0,0,0,0,0,0.0245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.337,0,0.1375,0,0,0.172,0.0375,0,0,0,0,0,0.0595,0.1595,0.0735,0,0,0,0,0,0,0,0,0,0,0,0.038,,0.0315,0,0,0,0,0.0185,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0
4,4,0,0,0.0255,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0.0295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0.0195,0,0,0
4,5,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.0185,0,0,0,0,0,0,0.105,0.0265,0,0,0,0.0195,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0.1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0.02,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345,0,0,0,0,0,0
4,6,0,0,0,0,0,0.0245,0.025,0.1245,0.124,0,0,0,0,0.0435,0,,,0,0,0,0,0.2485,0,0,0.066,0.135,0.327,0.088,0.0925,0.8925,0.131,0.5105,0.32,0.2495,0.241,0.2115,0.0405,0.1585,0.1355,0.059,0.0935,0.0705,0.02,0,0.0985,0.0315,0.0385,0,0.1455,0.142,0,0.22,0,0,0.1655,0.0785,0.0185,0,0.0285,0,0.0585,0,0,0.092,0,0.4875,0.088,0.1335,0.1155,0.1325,0.2045,0.2875,0.1135,0.148,0.1665,0.1615,0.27,0.1415,0.2755,0.282,0.3115,0.2625,0.0235,0.5045,0.254,0.054,0.3135,0.0325,0,0.1925,0.376,0.0875,0,0,0,0,0,0.0395,0,0.0325,0,0,0,0,0.0775,0.036,0,0,0,0,0,0.095,0,0,0,0,0,0,0.1415,0.0265,0,0,0.089,0.0695,0,0,0,0,0.0555,0,0.089,0,0,0,0,0,0,0,0.032,0,0.19,0,0,0,0,0.028,0.0865,0.024,0,0,0.1505,0.029,0,0.1365,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0.1165,0,0.02,0,0.028,0.031,0.192,0,0.0405,0,0.0385,0,0.126,0.2625,0.09,0.042,0,0.026,0.041,0,0,0.022,0,0.02,0,0,0,0.092,0,0.047,0,0,0,0.0245,0,0,0,0,0,0,0,0,0,0,0,0.0245,0.109,0.021,0,0,0,0,0,0,0,0.1185,0,0,0,0.0335,0,0.0615,0,0.0455,,0,0,0,0,0.082,0.0655,0,0.03,,0,,0,0,0,0,0.021,0.138,0.113,0,0.024,0.018,0,0.3535,0.034,0.076,0.118,0,0,0.0815,0,0.089,0,0,0,0,0,0,0.073,0
