mark,alle,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254,g255,g256,g257,g258,g259,g260,g261,g262,g263,g264,g265,g266,g267,g268,g269,g270,g271,g272,g273,g274,g275
20,4,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.0205,0.129,0,0,0,0,0,0,0,0,0,0.031,0.0275,0.0265,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,0,0,0,0,0,0,0,0.0175,0.042,0,0,0,0,0,0,0,0,0,0
20,5,0,0.02,0,0,0.086,0.1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.023,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0.018,0,0,0,0,0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595,0,0.1815,0,0.056,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825,0,0.157,0,0,0.298,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0.062,0
20,6,0,0.6815,0.03,0.681,0,0,0.208,0.102,0,0,0,0,0,0,0,0,0,0,0.5,0.725,0.7585,0.864,0,0,0.086,0.078,0,0,0.0585,0,0.1455,0.1415,0.117,0.1905,0,0,0.1575,0.0745,0.5585,0.7355,0.2085,0,0.1725,0.0755,0,0,0,0,0,0.0525,0,0,0,0.1885,0.3635,0.422,0.4765,0.473,0.24,0,0.2635,0,0,0.0465,0,0,0,0.102,0,0.095,0,0.056,0.5925,0.0735,0.3845,0.529,0,0.1255,0.1535,0.188,0,0,0,0,0,0,0,0,0,0.069,0,0.5,0.2495,0.6425,0,0,0.2505,0.0545,0,0.4125,0.1925,0.159,0.2695,0.033,0,0,0,0,0.05,0.776,0.8655,0.3185,0.162,0.237,0.367,0.178,0.0175,0,0.2585,0,0,0,0.082,0,0.147,0,0,0.6055,0.603,0.6105,0,0.2635,0.058,0.105,0.025,0.0205,0.0285,0.1815,0.085,0,0.3305,0.109,0.187,0.1055,0.4015,0.4795,0.295,0.0225,0.1145,0.3045,0.2375,0.2735,0,0,0,0.362,0,0,0.281,0.2715,0.4085,0.178,0.3615,0.503,0.257,0.606,0.3235,0.1415,0.29,0.331,1,0.0265,0.128,0.0995,0.098,0,0.043,0.02,0.059,0.094,0.0185,0.082,0.074,0,0.1215,0.366,0,0.2185,0.054,0,0.0365,0.0735,0.139,0.104,0.2485,0.083,0.2255,0.2165,0.074,0.343,0.09,0,0.2095,0.104,0,0.246,0.105,0,0.101,0.107,0.0665,0.0635,0,0.69,0.1825,0.06,0,0.058,0,0.3535,0.0675,0,0.2175,0.4125,0.5685,0.152,0.5,0.439,0.0215,0,0.1515,0.2415,0.1485,0.1225,0.6715,0.562,0.783,1,0.5715,0.3845,0.2395,0.193,0.1715,0.1225,0.437,0.402,0.357,0.179,0.3135,0.217,0.402,0,0,0.645,0.3135,0,0.3815,0.076,0,0.411,0.2225,0.3035,0,0.1165,0.1785,0.1445,0.2435,0.279,0,0.745,0,0.844,0.604,0.246,0.0565
20,7,1,0.2985,0.669,0,0.6865,0.262,0.7075,0.3415,1,0.645,0.9265,1,0.814,0.8415,1,1,0.349,0.2,0.5,0.275,0,0,0,0.695,0.536,0.2305,0.578,0.9585,0.9415,1,0.3485,0.308,0.497,0.179,0.267,0.608,0.664,0.4605,0.2535,0,0.631,0.4795,0.762,0.1835,0.2865,0.6605,0.8045,0.5,0.432,0.049,0,0.124,0.1395,0,0.4245,0.225,0,0.111,0.2195,0.123,0.4905,0.649,0.704,0.9045,0.771,0.4535,0.3195,0.332,0.499,0.3935,0.459,0.401,0.1585,0.49,0.3535,0,0.649,0.4405,0.4405,0.1245,0.277,0.2395,0.2995,0.3675,0.5475,0.6645,0.0575,0.438,0,0.266,0.885,0.5,0.4295,0.241,0.256,0.4375,0.3555,0.2175,0.4025,0,0.057,0.059,0.0845,0,0,0.1835,0.3575,0.3345,0.774,0,0,0.1555,0.353,0.5515,0.3955,0.389,0.9285,0.9355,0.51,0.67,0.509,1,0.6385,0.6925,0.2155,0.0825,0.5,0.315,0.267,0.1715,0.9695,0.3055,0.5315,0.4355,0.341,0.185,0.3575,0.155,0.4725,0.097,0.0605,0.2415,0,0,0.197,0.5,0.282,0.395,0.843,0.5165,0.2485,0.5645,0.952,0.9285,0.964,0.326,0.7065,0.774,0.0365,0.043,0.4595,0.712,0.359,0.26,0.1145,0.181,0,0.181,0.331,0.152,0,0.197,0.043,0.384,0.444,0,0.3815,0.412,0.116,0.052,0.1275,0.189,0.356,0.2325,0.348,0,0.0455,0.0725,0.466,0.0905,0.3165,0,0.069,0.087,0,0,0.0495,0,0,0,0.099,0,0.348,0,0,0,0,0,0.148,0,0.0675,0,0.194,0,0,0.2335,0,0,0,0,0.0545,0,0,0.17,0.321,0.1125,0,0,0.2695,0,0,0,0.027,0.0415,0,0.1785,0,0,0.272,0.238,0.4655,0.2685,0,0.4165,0,0.1365,0,0,0,0.1275,0,0.5215,0.343,0,0,0,0,0,0,0.028,0.187,0,0,0.0545,0,0,0.0625,0.1555,0,0,0.042,0,0.0225,0,0.27
20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0.0235,0.221,0.051,0.1285,0,0.211,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0.0435,0,0,0,0.124,0,0,0,0,0,0,0,0.0255,0,0,0,0,0,0,0,0
20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355,0,0.0385,0.0595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0.0415,0.0175,0,0,0,0.0175,0.0505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10,0,0,0.127,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345,0.2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2215,0.022,0,0,0,0.108,0.0335,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141
20,11,0,0,0,0,0,0.3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,12,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0.0615,0.025,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0.0745,0,0,0,0,0,0,0,0,0.0585,0,0.0255,0.0535,0,0.0295,0,0,0,0.0535,0,0.0365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335,0,0,0,0,0,0,0,0,0,0,0.4175,0.0735,0,0,0,0.0175,0.026,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0.0265,0,0.0355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1335,0,0,0,0,0,0,0,0,0,0,0,0.113,0.2155,0.14,0.112,0,0.1465,0,0,0,0,0.0495,0,0,0.113,0,0.0235,0.0275,,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,,0,0,0,0,,0.0335,0.0285,0.05,,,0,0,0,0,0,0,0,0,0,,0.034,0,0,0,0,0.058,0,,0,,0,,,,0.0495,0.032,0,0,0,0,0,,0,0,,,,0,0.03,0,0.167,0,0.028,0,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0.0595,0,0,0,0,0,0,0,0,0.385,0,0,0,0,0.174,0,0.112,0.1225,0,0,0,0,0,0,0,0.022,0,0,0.086,0.0855,0,0.474,0,0.033,0.4735,0.3165,0.034,0,0,0,0,0,0,0,0,0.206,0,0,0.0765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.78,0,0.0585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335,0,0,0,0,0.3005,0,0,0.0505,0,0,0,0,0,0,0,0,0.0655,0,0.445,0,0,0.2015,0.1115,0.1255,0.286,0,0.0415,0,0,0.0775,0,0.412,0,0,0.0365,0.532,0.4495,0.0835,0.3875,0.1305,0,0.069,0.02,0,0,,0,0,0,0,0.1155,0,0,0.293,0.191,0.108,0.128,0,0,0,,0,0,0.154,0.0445,,0,0.2435,0.117,,,0,0.107,0.732,0.291,0.05,0.131,0.213,0.668,0.2135,,0.035,0.2285,0.1935,0,0,0.089,0.2,,0,,0.352,,,,0.291,0,0.3855,0.844,0,0.0825,0,,0.513,0.2375,,,,0,0,0.4585,0,0.176,0.129,0.067,0
21,3,0,0,0,0,0,0,0,0,0,0.4955,0.9325,0.0875,0,0,0,,,0,0,0,0,0,,0,0.265,0.107,0.2965,0.4945,0.5845,0.397,0.5875,0,0.526,0.364,0.7995,0.2715,0.19,0.335,0.1425,0.109,0.0445,0.0705,0.2615,0.486,0.0275,0,0.3305,0.055,0,0.591,0,0.9385,0.889,0.6115,0.5735,0.526,0.349,0.314,0.274,0.639,0.3555,0,0.2395,0.069,0,0,0.379,0.367,0.819,0.615,0.5275,0.676,0.8285,0.809,0.619,0.391,0.634,0.864,0.7295,0.896,0.5615,0.6275,0.343,0.55,0.5005,0.844,0.2755,0.57,0.499,0.8845,0.5585,0.4345,0,0.1855,0.781,0.825,0,0.763,0.8955,0.9175,0.9365,0.888,0.897,0.674,0.937,0.7825,0.5225,0.8135,0.9395,0.9635,0.8575,0.4395,0,0,0,0.236,0,0.068,0,0.193,0.203,0,0.839,0,0,0.626,1,0.264,0,0,0,0,0.373,0.201,0.577,0.595,0.189,0.73,0.399,0,0.8445,0.4925,0.662,0.119,0.849,0,0.871,0,0.058,0.39,0,0,0,0.4835,0,0.762,0.693,0.323,0.585,0.844,0.2895,0.515,0.878,0.5245,0.541,0.8125,0.7865,0.6455,0.658,0.721,0.569,0.2815,0.249,0.36,0.7185,0.1395,0.33,0.265,0.1805,0.6955,0.2295,0,0,0.1865,0.3815,0.024,0.197,0.2685,0.1375,0.0995,0.224,0.3165,0.1135,0.377,0.271,0.2475,0.4785,0.1975,0.3945,0,0.279,0.0845,0.549,0.5445,,0.866,0.8175,0.808,0.345,0.253,0.1615,0.358,0.496,0.615,0.5925,0.482,0.131,0.8355,0.577,,0.476,0.708,0.6175,0.0915,,0.87,0.584,0.701,,,1,0.089,0.115,0.438,0.4645,0.524,0.5,0.291,0.583,,0.864,0.21,0.8065,0.7845,0.584,0.721,0.485,,1,,0.4375,,,,0.5615,0.668,0.285,0,0,0.155,1,,0.0735,0.3825,,,,0.969,0.8555,0.5415,0.792,0.824,0.8425,0.654,0.7575
21,4,0,0,0,0,0,0,0,0,0,0.0245,0,0,0,0,0.1595,,,0,0,0,0,0,,0,0,0,0,0.019,0,0.0205,0.0205,0.5855,0,0.023,0,0,0,0,0.019,0,0,0,0,0.0235,0,0.022,0,0,0,0.2085,0,0,0,0,0,0,0,0.0215,0.1875,0,0,0,0,0.0295,0,0,0,0,0,0.0205,0,0,0,0,0,0,0,0,0.023,0,0,0.1725,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0.4125,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4765,0,0,0,0,0.023,0,0,0,0.2845,0,0,0.0615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0.0255,0.035,0,0,0,0.0255,0.05,0.0675,0.489,0,0.044,0.0235,0.052,0,0,0.2385,0.517,0.606,0.058,0.157,0.369,0,0,0,0.201,0.062,0.3335,0.1895,0,0.02,0.019,0.317,0.32,0,0,0.37,0,0.049,0.1765,,0,0,0,0,0,0,0,0.079,0.123,0.0245,0.0185,0,0,0.041,,0,0,0,0.5405,,0,0,0,,,0,0,0,0,0.0235,0.182,0,0.041,0,,0,0,0,0,0.321,0.068,0.05,,0,,0.148,,,,0,0,0.1895,0.156,0,0,0,,0.1665,0.123,,,,0,0.1145,0,0,0,0,0,0
21,5,0,0.6675,0.7635,0.289,0,0.5765,0.685,1,0,0.3665,0.0355,0.9125,0.1825,0.364,0.8405,,,0.06,0.9005,0.8995,1,0,,0.363,0.6755,0.714,0.5115,0.433,0.307,0.5015,0.2395,0.1865,0.3635,0.1805,0.2005,0.241,0.81,0.665,0.6645,0.891,0.738,0.769,0.7385,0.438,0.9725,0.978,0.622,0.923,0,0.156,0.3955,0,0,0.2385,0.4265,0,0.581,0.446,0.065,0.0445,0.3455,0.059,0.439,0.2355,0.468,0,0.4345,0.284,0.046,0.1245,0.315,0.245,0.095,0,0.246,0.59,0,0,0.2195,0,0.324,0.1245,0.6145,0.328,0.353,0.0805,0.614,0.286,0,0,0,0.1925,0,0.671,0,0,1,0.237,0.021,0.045,0.0185,0.0405,0,0.2965,0.0225,0.099,0.0215,0.1,0.0605,0,0.1425,0.524,0.914,0,1,0.166,0.2515,0.896,0.37,0.19,0.611,0.4075,0.161,0.223,0.1495,0.3405,0,0.459,0,0,0,0,0.252,0.1755,0.072,0.1955,0.138,0.085,0.1895,0.0675,0.022,0.1,0.0995,0.6665,0.1015,0,0.0215,0,0.4685,0.249,0.2455,0.635,0,0.0825,0.899,0.1705,0.2435,0.353,0.23,0.1295,0.265,0.2215,0.0825,0.0805,0.0575,0.162,0.128,0.253,0.2995,0.1345,0.3015,0.4625,0.3835,0.0515,0.1995,0.562,0.4005,0.238,0.563,0.28,0.2695,0.0965,0.154,0.3885,0.337,0.433,0.803,0.395,0.1715,0.15,0.101,0.2625,0.2915,0.33,0.1475,0.1455,0.0785,0,0.1475,0.5785,0,0.4745,0.1805,0.1735,,0.134,0.077,0.192,0.519,0.572,0.035,0.2015,0.132,0,0.232,0.184,0.8135,0.1645,0.308,,0.117,0.106,0.044,0.324,,0.0965,0.144,0.132,,,0,0.634,0.153,0.151,0.205,0.163,0.287,0,0.0845,,0.067,0.342,0,0.2155,0.095,0.064,0.264,,0,,0.0625,,,,0.0735,0.0975,0.1205,0,0.901,0.433,0,,0,0.162,,,,0.031,0,0,0.041,0,0,0.176,0.1735
21,6,0,0.033,0,0,0,0.035,0,0,0.02,0,0,0,0,0.04,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205,0,0.0435,0,0,0,0,0,0,0.0205,0,0,0,0.018,0.023,0.0455,0.054,0.0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0.044,0,0.0215,0.0225,0,0.0205,0,0,0.0205,0,0,0,0,0,0.0425,0,0,0,0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0.025,0,0,0.023,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0.018,0.019,0.0205,0.0305,0.033,0,0,0.048,0.081,0,0,0.088,0,0,0,0.043,0,0,0,0.1415,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,0,0.2575,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,,0,0.051,0.0195,0,0,0.1655,0,,0.247,0,,,,0,0,0,0,0,0,0,0
21,7,1,0.2995,0.203,0.24,0.02,0.3885,0.315,0,0.98,0.1135,0,0,0.634,0.521,0,,,0.94,0.0995,0.1005,0,1,,0.637,0,0.179,0.1915,0,0.109,0.056,0.153,0.228,0.11,0.0285,0,0.4415,0,0,0,0,0.105,0.038,0,0,0,0,0,0,0.9185,0,0.5615,0,0,0,0,0,0.07,0.1315,0,0,0.265,0.923,0.2985,0.62,0.4775,0.7395,0.1865,0.3195,0.135,0,0.1,0.0785,0,0.191,0.1095,0.0185,0.305,0.136,0.028,0.0685,0.0855,0,0,0.122,0.1195,0.0375,0.1105,0.1135,0.4835,0.041,0.4415,0.278,0.22,0.144,0.161,0.175,0,0,0,0,0,0,0,0,0,0.042,0.042,0,0,0,0,0,0.086,0.735,0,0.147,0.4925,0.036,0.3275,0.595,0.186,0.407,0,0.617,0.707,0,0,0.2765,1,0.627,0.481,1,0.375,0.464,0.25,0.1855,0.255,0.0715,0.393,0.3735,0.0655,0,0.0815,0.054,0.0495,1,0.086,1,0.4485,0.361,0.7545,0.3415,1,0.434,0.101,0.0675,0.0635,0.323,0.151,0,0.2755,0.228,0.0395,0,0.1635,0,0,0.102,0.0425,0.1445,0.1045,0.138,0.2495,0.099,0.082,0.055,0.2275,0,0.232,0.025,0.019,0.238,0.095,0.061,0.094,0.099,0,0.2235,0.351,0.3285,0.09,0.0875,0.1705,0.2565,0.0295,0,0,0,0.232,0.4215,0,0.421,0.198,0.054,,0,0.03,0,0.1355,0.0595,0.7565,0.276,0,0,0.042,0.1875,0.0555,0,0.074,,0.278,0.185,0.167,0,,0,0,0,,,0,0.17,0,0.076,0,0,0,0,0.1195,,0,0.2185,0,0,0,0,0,,0,,0,,,,0,0.1055,0,0,0,0.0315,0,,0,0.095,,,,0,0,0,0,0,0,0.104,0.069
21,8,0,0,0.0335,0.471,0.98,0,0,0,0,0,0,0,0.1835,0.074,0,,,0,0,0,0,0,,0,0,0,0,0.053,0,0.0245,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0.0525,0,0,0.0475,0.022,0.061,0,0,0,0,0.027,0,0,0,0.0335,0,0,0,0,0,0,0,0.2415,0,0.0295,0,0,0.058,0,0,0,0.0255,0,0.061,0,0,0.0355,0.029,0.0575,0.023,0,0.0265,0.038,0,0.0305,0,0,0,0,0,0,0,0,0,0,0.025,0.0375,0.0195,0.0185,0.103,0,0.0405,0.0755,0.414,0.033,0,0,0,0,0,0.265,0,0.019,0.0715,0,0.281,0,0,0.1655,0,0.1605,0.123,0,0,0,0,0.373,0,0,0,0.1595,0.1005,0,0,0.0405,0,0.274,0,0,0.069,0.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0.2375,0,0,0,0,0,0,0,0.0515,0,0,0,0.0185,0,0.0245,0,0.042,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0.046,0.095,0,0.027,0,0,0.0245,,0,0.0755,0,0,0,0.0465,0.165,0,0,0,0,0,0,0,,0.129,0,0.018,0,,0,0,0,,,0,0,0,0.044,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,,0.025,0.047,0,0,0.099,0.132,0,,0,0,,,,0,0,0,0,0,0,0,0
21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0
